URN,Provision type,Registration Status,Sector,Owner,Source
SC480847,Children's home,Active,Private,Hexagon Care Services Limited,ofsted-spreadsheets
SC480850,Children's home,Active,Private,Hexagon Care Services Limited,ofsted-spreadsheets
SC480854,Children's home,Active,Private,Hexagon Care Services Limited,ofsted-spreadsheets
SC481015,Children's home,Active,Private,Unique Care Homes Support Limited,ofsted-spreadsheets
SC481040,Children's home,Active,Private,SWAAY Child and Adolescent Services Limited,ofsted-spreadsheets
SC481152,Children's home,Active,Private,Hexagon Care Services Limited,ofsted-spreadsheets
SC481209,Children's home,Active,Private,Priory Education & Children's Services,ofsted-spreadsheets
SC481221,Children's home,Active,Private,Priory Education & Children's Services,ofsted-spreadsheets
SC481235,Children's home,Active,Private,Individual Specialist Care,ofsted-spreadsheets
SC481293,Children's home,Active,Private,Footsteps Care Limited,ofsted-spreadsheets
SC481295,Residential special school (registered as a children's home),Active,Private,Imap Centre Limited,ofsted-spreadsheets
SC481305,Children's home,Active,Private,Pebbles Care Limited,ofsted-spreadsheets
SC481312,Children's home,Active,Private,Aspirations Specialist Residential Children's services Ltd,ofsted-spreadsheets
SC481369,Children's home,Active,Private,Reamcare Limited,ofsted-spreadsheets
SC481631,Children's home,Active,Private,Pebbles Care Limited,ofsted-spreadsheets
SC481672,Children's home,Active,Private,Inmind Childrens Services Limited,ofsted-spreadsheets
SC481844,Children's home,Active,Private,Living Life (UK) Limited,ofsted-spreadsheets
SC482141,Children's home,Active,Private,Beacon Child Care Ltd,ofsted-spreadsheets
SC482223,Children's home,Active,Private,Horizon Care And Education Group Limited,ofsted-spreadsheets
SC482275,Children's home,Active,Private,Pathway Care Solutions Group Limited,ofsted-spreadsheets
SC482293,Children's home,Active,Private,Hillcrest Childrens Services Limited,ofsted-spreadsheets
SC482294,Residential special school (registered as a children's home),Active,Private,Cambian Asperger Syndrome Services Limited,ofsted-spreadsheets
SC482295,Children's home,Active,Private,Hillcrest Childrens Services Limited,ofsted-spreadsheets
SC482296,Children's home,Active,Private,Hillcrest Childrens Services Limited,ofsted-spreadsheets
SC482298,Residential special school (registered as a children's home),Resigned,Private,Hillcrest Childrens Services Limited,ofsted-spreadsheets
SC482299,Children's home,Active,Private,Hillcrest Childrens Services Limited,ofsted-spreadsheets
SC482300,Residential special school (registered as a children's home),Active,Private,Hillcrest Childrens Services Limited,ofsted-spreadsheets
SC482301,Children's home,Active,Private,Hillcrest Childrens Services Limited,ofsted-spreadsheets
SC482303,Children's home,Active,Private,Hillcrest Childrens Services Limited,ofsted-spreadsheets
SC482340,Children's home,Active,Private,Lytham Care Limited,ofsted-spreadsheets
SC482344,Children's home,Active,Private,Hillcrest Childrens Services Limited,ofsted-spreadsheets
SC482380,Children's home,Active,Private,Direct Care Ltd,ofsted-spreadsheets
SC482410,Children's home,Active,Private,Inspire Childrens Services Limited,ofsted-spreadsheets
SC482411,Children's home,Active,Private,Hexagon Care Services Limited,ofsted-spreadsheets
SC482415,Children's home,Active,Private,Keir Lock Children's Homes Ltd,ofsted-spreadsheets
SC482418,Children's home,Active,Private,Hennessy Living Group Ltd,ofsted-spreadsheets
SC482419,Children's home,Active,Private,Cambian Childcare Ltd,ofsted-spreadsheets
SC482517,Children's home,Active,Private,Hexagon Care Services Limited,ofsted-spreadsheets
SC482548,Children's home,Active,Private,Lioncare Limited,ofsted-spreadsheets
SC482569,Children's home,Active,Private,Hexagon Care Services Limited,ofsted-spreadsheets
SC482668,Children's home,Active,Private,Hexagon Care Services Limited,ofsted-spreadsheets
SC482683,Children's home,Active,Private,Hexagon Care Services Limited,ofsted-spreadsheets
SC482790,Children's home,Active,Private,South West Childcare Services Ltd,ofsted-spreadsheets
SC482872,Children's home,Active,Private,Park Blue Homes Limited,ofsted-spreadsheets
SC483070,Children's home,Active,Private,Exceptional Care Ltd,ofsted-spreadsheets
SC483220,Children's home,Active,Private,Compass Children's Homes Ltd,ofsted-spreadsheets
SC483623,Children's home,Active,Private,Kartikeya Solutions Limited,ofsted-spreadsheets
SC483662,Children's home,Active,Private,CareTech Community Services Limited,ofsted-spreadsheets
SC483688,Children's home,Active,Private,Roc Northwest Ltd,ofsted-spreadsheets
SC483692,Children's home,Active,Private,Roc Northwest Ltd,ofsted-spreadsheets
SC483710,Children's home,Active,Private,Horizon Care And Education Group Limited,ofsted-spreadsheets
SC483714,Children's home,Active,Private,White Orchid Marston Moretaine Limited,ofsted-spreadsheets
SC483779,Children's home,Active,Private,Ownlife Limited 02932099,ofsted-spreadsheets
SC483828,Children's home,Active,Private,Care Haven (UK) Ltd,ofsted-spreadsheets
SC483846,Children's home,Active,Private,Cambian Childcare Ltd,ofsted-spreadsheets
SC483856,Children's home,Active,Private,Cambian Childcare Ltd,ofsted-spreadsheets
SC483958,Children's home,Active,Private,Positive Outcomes Childcare Limited,ofsted-spreadsheets
SC484114,Children's home,Active,Private,Oracle Care Limited,ofsted-spreadsheets
SC484133,Children's home,Active,Private,Bramley Care Limited,ofsted-spreadsheets
SC484134,Residential special school (registered as a children's home),Active,Private,Kedleston (High Peak School) Limited,ofsted-spreadsheets
SC484242,Children's home,Active,Private,Spark Of Genius North East Llp,ofsted-spreadsheets
SC484247,Children's home,Active,Private,Hexagon Care Services Limited,ofsted-spreadsheets
SC484302,Children's home,Active,Private,Crusoe Care Limited 06843979,ofsted-spreadsheets
SC484357,Children's home,Active,Private,Aurora Care Young Peoples Services,ofsted-spreadsheets
SC484358,Children's home,Active,Private,Aurora Care Young Peoples Services,ofsted-spreadsheets
SC484402,Children's home,Active,Private,Footsteps To Futures Ltd,ofsted-spreadsheets
SC484671,Children's home,Active,Private,Benjamin Uk Ltd,ofsted-spreadsheets
SC484716,Children's home,Active,Private,Thoughts of Others Ltd,ofsted-spreadsheets
SC484790,Children's home,Active,Private,Willows (Devon) Limited,ofsted-spreadsheets
SC484830,Children's home,Active,Private,Albrighton Care Ltd,ofsted-spreadsheets
SC484912,Children's home,Active,Private,owned by an individual,ofsted-spreadsheets
SC485318,Children's home,Active,Private,Inspire Childrens Services Limited,ofsted-spreadsheets
SC485331,Children's home,Resigned,Private,Positive Cycle Limited,ofsted-spreadsheets
SC485423,Children's home,Active,Private,The Serendipity Centre Limited,ofsted-spreadsheets
SC485427,Children's home,Active,Private,Blackford Education (schools) Ltd,ofsted-spreadsheets
SC485540,Children's home,Active,Private,Witherslack Group Ltd,ofsted-spreadsheets
SC485956,Children's home,Active,Private,New Horizons (nw) Ltd,ofsted-spreadsheets
SC486114,Children's home,Active,Private,Life Change Care Limited,ofsted-spreadsheets
SC486165,Children's home,Active,Private,Good Foundations Limited,ofsted-spreadsheets
SC486167,Children's home,Active,Private,South West Childcare Services,ofsted-spreadsheets
SC486398,Children's home,Active,Private,Inspirations Leicestershire Limited comp number 07765916,ofsted-spreadsheets
SC486479,Children's home,Active,Private,Priory Education Services Limited 06244880,ofsted-spreadsheets
SC486527,Children's home,Active,Private,Interactive Development Support Limited,ofsted-spreadsheets
SC486879,Children's home,Active,Private,PJL Healthcare Limited,ofsted-spreadsheets
SC486886,Children's home,Active,Private,Juvenis Care Services Ltd,ofsted-spreadsheets
SC487165,Children's home,Active,Private,Serenity Care Homes Ltd,ofsted-spreadsheets
SC487196,Children's home,Active,Private,Southern Adolescent Care Services Ltd,ofsted-spreadsheets
SC487488,Children's home,Active,Private,Keys Childcare Ltd,ofsted-spreadsheets
SC487549,Children's home,Active,Private,Radical Services Ltd,ofsted-spreadsheets
SC487702,Children's home,Active,Private,Fonjocks Social Work Practice Limited,ofsted-spreadsheets
SC487764,Children's home,Active,Private,Inspire Care (UK),ofsted-spreadsheets
SC487794,Children's home,Active,Private,Physis Quantum Limited,ofsted-spreadsheets
SC488081,Children's home,Active,Private,Hopscotch Solutions Limited,ofsted-spreadsheets
SC488223,Children's home,Active,Private,Esland North Limited,ofsted-spreadsheets
SC488406,Children's home,Resigned,Private,Applegreen Children's Care Limited,ofsted-spreadsheets
SC488439,Children's home,Active,Private,Keys Education Limited,ofsted-spreadsheets
SC488710,Children's home,Resigned,Private,Unity Residential Care Services,ofsted-spreadsheets
SC488930,Children's home,Active,Private,Barford Children's Services Limited,ofsted-spreadsheets
SC488943,Children's home,Active,Private,Unity Residential Care Services,ofsted-spreadsheets
SC488961,Children's home,Active,Private,Barford Children's Services Limited,ofsted-spreadsheets
SC489036,Children's home,Active,Private,Barford Children's Services Limited,ofsted-spreadsheets
SC489038,Children's home,Active,Private,My Life-My Choice Limited,ofsted-spreadsheets
SC489187,Children's home,Active,Private,Approach-Development (NE) Ltd,ofsted-spreadsheets
SC489212,Residential special school (registered as a children's home),Active,Private,MacIntyre Academies,ofsted-spreadsheets
SC489223,Children's home,Active,Private,Idem Living Ltd,ofsted-spreadsheets
SC489226,Children's home,Active,Private,Netheredge Care Limited,ofsted-spreadsheets
SC489414,Children's home,Active,Private,Castle Homes Limited,ofsted-spreadsheets
SC489416,Children's home,Active,Private,Care 4 Children Residential Services Ltd,ofsted-spreadsheets
SC489512,Children's home,Active,Private,Benjamin Uk Ltd,ofsted-spreadsheets
SC489516,Children's home,Active,Private,Esland North Limited,ofsted-spreadsheets
SC489610,Children's home,Active,Private,Clouds Children's Care Limited,ofsted-spreadsheets
SC489660,Children's home,Active,Private,Altum Residential Care Ltd,ofsted-spreadsheets
SC489820,Children's home,Active,Private,Potensial Ltd,ofsted-spreadsheets
SC489970,Children's home,Active,Private,Barford Children's Services Limited,ofsted-spreadsheets
SC490025,Children's home,Cancelled,Private,Sahara Care Service for Children Ltd,ofsted-spreadsheets
SC490136,Children's home,Active,Private,EnhanceAble,ofsted-spreadsheets
SC490364,Children's home,Active,Private,Blue Mountain Homes Ltd,ofsted-spreadsheets
SC490365,Children's home,Active,Private,Bayis Sheli Limited,ofsted-spreadsheets
1232171,Children's home,Active,Private,In Safe Hands Care Ltd,ofsted-spreadsheets
SC023740,Children's home,Active,Private,Ethelbert Specialist Homes Limited,ofsted-spreadsheets
SC066127,Children's home,Active,Private,Interact Care Limited,ofsted-spreadsheets
SC371553,Children's home,Active,Private,Castle Homes Care Ltd,ofsted-spreadsheets
SC385633,Children's home,Active,Private,St Hill Establishments Ltd,ofsted-spreadsheets
SC390751,Children's home,Active,Private,Acorn Care (UK) Limited,ofsted-spreadsheets
SC397933,Children's home,Active,Private,Cove Care Residential Ltd,ofsted-spreadsheets
SC410537,Children's home,Active,Private,Positive Pathways Limited,ofsted-spreadsheets
SC411046,Children's home,Active,Private,Lifetime Opportunities Ltd,ofsted-spreadsheets
SC425859,Children's home,Active,Private,Roundhouse Care Ltd,ofsted-spreadsheets
SC449307,Children's home,Active,Private,Priory Education & Children's Services,ofsted-spreadsheets
SC457435,Children's home,Active,Private,Cambian Childcare Ltd,ofsted-spreadsheets
SC480502,Children's home,Active,Private,New Forest Care Ltd,ofsted-spreadsheets
SC481172,Children's home,Active,Private,Absolute Children's Services Ltd,ofsted-spreadsheets
SC485529,Children's home,Active,Private,New Forest Care Ltd,ofsted-spreadsheets
SC488112,Children's home,Active,Private,North East Specialist Therapeutic Services CIC,ofsted-spreadsheets
