URN,Provision type,Registration Status,Sector,Owner,Source
1264048,Children's home,Active,Private,Stonelake London Limited,ofsted-spreadsheets
1264537,Children's home,Active,Private,Roc Northwest Limited,bfn-research
SC000678,Children's home,Active,Private,Outdoor Care Limited,ofsted-spreadsheets
SC000802,Children's home,Active,Private,Arronbeth Ltd,ofsted-spreadsheets
SC000803,Children's home,Active,Private,Pear Tree Projects Limited,ofsted-spreadsheets
SC000820,Children's home,Active,Private,Pear Tree Projects Limited,ofsted-spreadsheets
SC001016,Children's home,Active,Private,Broadwood Residential Limited,ofsted-spreadsheets
SC001452,Children's home,Active,Private,Five Rivers Child Care Limited,ofsted-spreadsheets
SC002930,Children's home,Active,Private,Progressive Care Limited,ofsted-spreadsheets
SC003884,Children's home,Active,Private,One To One Crisis Intervention Ltd,ofsted-spreadsheets
SC003897,Children's home,Active,Private,One To One Crisis Intervention Ltd,ofsted-spreadsheets
SC005039,Children's home,Active,Private,Educare Adolescent Services Limited,ofsted-spreadsheets
SC005040,Children's home,Active,Private,The Partnership of Care Today Children's Services,ofsted-spreadsheets
SC005041,Children's home,Active,Private,Daisybrook Limited,ofsted-spreadsheets
SC005042,Residential special school (registered as a children's home),Active,Private,The Partnership of Care Today Children's Services,ofsted-spreadsheets
SC005045,Children's home,Active,Private,The Partnership of Care Today Children's Services,ofsted-spreadsheets
SC005048,Residential special school (registered as a children's home),Active,Private,The Partnership of Care Today Children's Services,ofsted-spreadsheets
SC005050,Children's home,Active,Private,The Partnership of Care Today Children's Services,ofsted-spreadsheets
SC005066,Children's home,Active,Private,The Partnership of Care Today Children's Services,ofsted-spreadsheets
SC005067,Children's home,Active,Private,Esland North Limited,ofsted-spreadsheets
SC005204,Children's home,Active,Private,Keys Childcare Ltd,ofsted-spreadsheets
SC005553,Children's home,Active,Private,Dalepeak Limited,ofsted-spreadsheets
SC005567,Children's home,Active,Private,Stepping Stones Children's Services Limited,ofsted-spreadsheets
SC005589,Children's home,Active,Private,The Partnership of Care Today Children's Services,ofsted-spreadsheets
SC005751,Children's home,Active,Private,Care Afloat Ltd.,ofsted-spreadsheets
SC006010,Children's home,Active,Private,Care Afloat Ltd.,ofsted-spreadsheets
SC006011,Children's home,Active,Private,Care Afloat Ltd.,ofsted-spreadsheets
SC006013,Children's home,Active,Private,Care Afloat Ltd.,ofsted-spreadsheets
SC006014,Children's home,Active,Private,Care Afloat Ltd.,ofsted-spreadsheets
SC006017,Children's home,Active,Private,Care Afloat Ltd.,ofsted-spreadsheets
SC006294,Children's home,Active,Private,Dove Adolescent Services Limited,ofsted-spreadsheets
SC006921,Children's home,Active,Private,Five Rivers Child Care Limited,ofsted-spreadsheets
SC007284,Children's home,Active,Private,Horizon Residential Children's Home,ofsted-spreadsheets
SC007286,Children's home,Active,Private,Sherico Care Services Limited,ofsted-spreadsheets
SC007290,Children's home,Active,Private,owned by an individual,ofsted-spreadsheets
SC007293,Children's home,Active,Private,Sherico Care Services Limited,ofsted-spreadsheets
SC007608,Children's home,Active,Private,Pear Tree Projects Limited,ofsted-spreadsheets
SC008015,Residential special school (registered as a children's home),Active,Private,Hesley Services Limited,ofsted-spreadsheets
SC008268,Children's home,Active,Private,The Partnership of Care Today Children's Services,ofsted-spreadsheets
SC008269,Children's home,Active,Private,The Partnership of Care Today Children's Services,ofsted-spreadsheets
SC008270,Children's home,Active,Private,The Partnership of Care Today Children's Services,ofsted-spreadsheets
SC008271,Children's home,Active,Private,The Partnership of Care Today Children's Services,ofsted-spreadsheets
SC008273,Children's home,Active,Private,Searchlight Care Services Ltd,ofsted-spreadsheets
SC008274,Children's home,Active,Private,Searchlight Care Services Ltd,ofsted-spreadsheets
SC008325,Children's home,Active,Private,Searchlight Care Services Ltd,ofsted-spreadsheets
SC008435,Children's home,Active,Private,Pathfinders (childcare) Ltd,ofsted-spreadsheets
SC008484,Children's home,Active,Private,owned by an individual,ofsted-spreadsheets
SC008485,Children's home,Active,Private,Choices Home For Children Limited,ofsted-spreadsheets
SC008486,Children's home,Active,Private,The Partnership of Care Today Children's Services,ofsted-spreadsheets
SC008487,Children's home,Active,Private,The Partnership of Care Today Children's Services,ofsted-spreadsheets
SC008488,Children's home,Active,Private,Halliwell Homes Limited,ofsted-spreadsheets
SC008490,Children's home,Active,Private,Stepping Stones Children's Services Limited,ofsted-spreadsheets
SC008600,Children's home,Active,Private,New Horizons (stockport) Ltd,ofsted-spreadsheets
SC008607,Children's home,Active,Private,The Partnership of Care Today Children's Services,ofsted-spreadsheets
SC008608,Children's home,Active,Private,The Partnership of Care Today Children's Services,ofsted-spreadsheets
SC008810,Children's home,Active,Private,Pathway Care Solutions Ltd 04004053,ofsted-spreadsheets
SC009648,Children's home,Active,Private,Horizon Care Limited,ofsted-spreadsheets
SC009651,Children's home,Active,Private,Keys Childcare Ltd,ofsted-spreadsheets
SC009653,Children's home,Active,Private,Quality Time Care Ltd,ofsted-spreadsheets
SC010090,Children's home,Active,Private,Partners in Care Limited,ofsted-spreadsheets
SC010699,Children's home,Active,Private,Owned by an individual,ofsted-spreadsheets
SC010700,Children's home,Active,Private,Sherico Care Services Limited,ofsted-spreadsheets
SC010762,Children's home,Active,Private,Five Rivers Child Care Limited,ofsted-spreadsheets
SC010769,Children's home,Active,Private,Five Rivers Child Care Limited,ofsted-spreadsheets
SC011185,Children's home,Active,Private,Calcot Services For Children Limited,ofsted-spreadsheets
SC011972,Children's home,Active,Private,Hillcrest Children's Services Ltd,ofsted-spreadsheets
SC012001,Children's home,Active,Private,Hillcrest Children's Services Ltd,ofsted-spreadsheets
SC013553,Children's home,Active,Private,Bramley Care Limited,ofsted-spreadsheets
SC013613,Children's home,Active,Private,Cornerways Children's Services Limited,ofsted-spreadsheets
SC014234,Children's home,Resigned,Private,Lioncare Limited,ofsted-spreadsheets
SC014235,Children's home,Active,Private,Lioncare Limited,ofsted-spreadsheets
SC014650,Children's home,Active,Private,My Choice Children's Homes Ltd,ofsted-spreadsheets
SC014848,Children's home,Active,Private,Cornerways Children's Services Limited,ofsted-spreadsheets
SC015254,Children's home,Active,Private,Castle Homes Limited,ofsted-spreadsheets
SC015499,Children's home,Active,Private,Oasis Young People's Care Services (uk) Ltd,ofsted-spreadsheets
SC016124,Children's home,Active,Private,Keys Group Progressive Care & Education Limited,ofsted-spreadsheets
SC016600,Children's home,Active,Private,Bridge Communities Limited,ofsted-spreadsheets
SC016696,Children's home,Active,Private,Marlowe Child & Family Services Limited,ofsted-spreadsheets
SC016697,Children's home,Active,Private,Chances CCFSS Limited,ofsted-spreadsheets
SC018039,Children's home,Active,Private,Hamelin Trust,ofsted-spreadsheets
SC018238,Children's home,Active,Private,Dove Adolescent Services Limited,ofsted-spreadsheets
SC018241,Children's home,Active,Private,Dove Adolescent Services Limited,ofsted-spreadsheets
SC020133,Children's home,Active,Private,Arnfield Care Limited,ofsted-spreadsheets
SC020151,Children's home,Active,Private,Country Care Childrens Homes Limited,ofsted-spreadsheets
SC020171,Children's home,Active,Private,Arnfield Care Limited,ofsted-spreadsheets
SC020193,Residential special school (registered as a children's home),Active,Private,The SENAD Group Limited,ofsted-spreadsheets
SC020545,Children's home,Active,Private,Castle Homes Care Ltd,ofsted-spreadsheets
SC020558,Residential special school (registered as a children's home),Active,Private,Overley Hall School Limited,ofsted-spreadsheets
SC020576,Children's home,Active,Private,Castle Homes Care Ltd,ofsted-spreadsheets
SC020594,Children's home,Active,Private,Keys Education Limited,ofsted-spreadsheets
SC020595,Children's home,Active,Private,Family Care Associates Limited,ofsted-spreadsheets
SC020602,Children's home,Active,Private,New Horizons Childcare Ltd,ofsted-spreadsheets
SC020606,Children's home,Active,Private,New Horizons Childcare Ltd,ofsted-spreadsheets
SC020607,Children's home,Active,Private,New Horizons Childcare Ltd,ofsted-spreadsheets
SC020608,Children's home,Active,Private,New Horizons Childcare Ltd,ofsted-spreadsheets
SC020610,Children's home,Active,Private,New Horizons Childcare Ltd,ofsted-spreadsheets
SC020611,Children's home,Active,Private,New Horizons Childcare Ltd,ofsted-spreadsheets
SC020630,Children's home,Active,Private,Castle Homes Care Ltd,ofsted-spreadsheets
SC020859,Children's home,Active,Private,Progress Children's Services,ofsted-spreadsheets
SC021677,Children's home,Active,Private,The Partnership of Care Today Children's Services,ofsted-spreadsheets
SC021679,Children's home,Active,Private,The Partnership of Care Today Children's Services,ofsted-spreadsheets
SC021683,Children's home,Active,Private,The Partnership of Care Today Children's Services,ofsted-spreadsheets
SC021684,Children's home,Active,Private,Social Care Services Limited,ofsted-spreadsheets
SC022437,Children's home,Active,Private,PIC Children's Services Limited,ofsted-spreadsheets
SC022438,Children's home,Active,Private,PIC Children's Services Limited,ofsted-spreadsheets
SC022440,Children's home,Active,Private,PIC Children's Services Limited,ofsted-spreadsheets
SC022442,Children's home,Active,Private,PIC Children's Services Limited,ofsted-spreadsheets
SC022444,Children's home,Active,Private,PIC Children's Services Limited,ofsted-spreadsheets
SC022445,Children's home,Resigned,Private,PIC Children's Services Limited,ofsted-spreadsheets
SC022464,Children's home,Active,Private,PIC Children's Services Limited,ofsted-spreadsheets
SC022880,Children's home,Active,Private,Sherico Care Services Limited,ofsted-spreadsheets
SC023637,Children's home,Active,Private,Ferndearle Child Care Services Limited,ofsted-spreadsheets
SC023644,Children's home,Active,Private,Ethelbert Specialist Homes Limited,ofsted-spreadsheets
SC023645,Children's home,Active,Private,Acorn Homes (UK) Limited,ofsted-spreadsheets
SC023646,Children's home,Active,Private,Acorn Homes (UK) Limited,ofsted-spreadsheets
SC023651,Children's home,Active,Private,Little Acorns London Beach Farm Limited,ofsted-spreadsheets
SC023736,Children's home,Active,Private,Ethelbert Specialist Homes Limited,ofsted-spreadsheets
SC023737,Children's home,Active,Private,Ethelbert Specialist Homes Limited,ofsted-spreadsheets
SC023739,Children's home,Active,Private,Ethelbert Specialist Homes Limited,ofsted-spreadsheets
SC023741,Children's home,Active,Private,Ethelbert Specialist Homes Limited,ofsted-spreadsheets
SC023743,Children's home,Active,Private,Ethelbert Specialist Homes Limited,ofsted-spreadsheets
SC023744,Children's home,Active,Private,Ethelbert Specialist Homes Limited,ofsted-spreadsheets
SC023745,Children's home,Active,Private,Ethelbert Specialist Homes Limited,ofsted-spreadsheets
SC023746,Children's home,Active,Private,Ethelbert Specialist Homes Limited,ofsted-spreadsheets
SC024089,Children's home,Active,Private,Esland South Limited,ofsted-spreadsheets
SC024808,Children's home,Active,Private,Keys Education Limited,ofsted-spreadsheets
SC025409,Children's home,Active,Private,The Partnership of Care Today Children's Services,ofsted-spreadsheets
SC025417,Children's home,Active,Private,The Partnership of Care Today Children's Services,ofsted-spreadsheets
SC025420,Children's home,Active,Private,Quality Protects Children Ltd,ofsted-spreadsheets
SC025657,Children's home,Active,Private,Creating Care Choices Limited,ofsted-spreadsheets
SC025664,Children's home,Active,Private,Ownlife Limited 02932099,ofsted-spreadsheets
SC025799,Children's home,Active,Private,Ingleside Children's Home Limited,ofsted-spreadsheets
SC025812,Children's home,Active,Private,McRae Residential Care Services Limited,ofsted-spreadsheets
SC025813,Children's home,Active,Private,McRae Residential Care Services Limited,ofsted-spreadsheets
SC025871,Children's home,Resigned,Private,Jigsaw (Croydon) Limited,ofsted-spreadsheets
SC025938,Children's home,Active,Private,Five Rivers Child Care Limited,ofsted-spreadsheets
SC026910,Residential special school (registered as a children's home),Active,Private,Cambian Autism Services Ltd,ofsted-spreadsheets
SC026991,Children's home,Active,Private,Keys Childcare Ltd,ofsted-spreadsheets
SC028174,Children's home,Active,Private,Direct Care Ltd,ofsted-spreadsheets
SC028435,Residential special school (registered as a children's home),Active,Private,Tumblewood Project Ltd,ofsted-spreadsheets
SC028460,Children's home,Active,Private,Owned by an individual,ofsted-spreadsheets
SC028505,Children's home,Active,Private,Bramley Care Limited,ofsted-spreadsheets
SC028526,Children's home,Active,Private,Anderida Adolescent Care,ofsted-spreadsheets
SC028536,Children's home,Active,Private,Anderida Adolescent Care,ofsted-spreadsheets
SC028598,Children's home,Active,Private,Ja Nailah Limited,ofsted-spreadsheets
SC028599,Children's home,Active,Private,Children and Family Services Limited,ofsted-spreadsheets
SC028868,Children's home,Active,Private,Step-a-Side Company Limited,ofsted-spreadsheets
SC029078,Children's home,Active,Private,owned by an individual,ofsted-spreadsheets
SC029504,Children's home,Active,Private,Pathway Care Solutions Ltd 04004053,ofsted-spreadsheets
SC029560,Children's home,Active,Private,Kites Children Service's Ltd,ofsted-spreadsheets
SC029865,Children's home,Active,Private,My Choice Children's Homes Ltd,ofsted-spreadsheets
SC030650,Children's home,Active,Private,Step-a-Side Company Limited,ofsted-spreadsheets
SC030797,Children's home,Active,Private,Ethelbert Specialist Homes Limited,ofsted-spreadsheets
SC031220,Children's home,Active,Private,Compass Children's Homes Ltd,ofsted-spreadsheets
SC031763,Children's home,Active,Private,Castle Homes Care Ltd,ofsted-spreadsheets
SC032083,Children's home,Active,Private,Castle Homes Care Ltd,ofsted-spreadsheets
SC032468,Children's home,Active,Private,Adeza Care Homes Limited,ofsted-spreadsheets
SC032838,Residential special school (registered as a children's home),Active,Private,Appletree Treatment Centre Limited,ofsted-spreadsheets
SC033268,Residential special school (registered as a children's home),Active,Private,Appletree Treatment Centre Limited,ofsted-spreadsheets
SC033817,Children's home,Active,Private,Direct Care Ltd,ofsted-spreadsheets
SC034241,Residential special school (registered as a children's home),Active,Private,Kisimul Group Ltd,ofsted-spreadsheets
SC034944,Children's home,Active,Private,Keys Childcare Ltd,ofsted-spreadsheets
SC035049,Children's home,Active,Private,Partners in Care Limited,ofsted-spreadsheets
SC035241,Residential special school (registered as a children's home),Active,Private,Care Afloat Ltd.,ofsted-spreadsheets
SC035593,Children's home,Active,Private,New Forest Care Ltd,ofsted-spreadsheets
SC035625,Residential special school (registered as a children's home),Active,Private,Rowden House School Limited,ofsted-spreadsheets
SC035657,Children's home,Active,Private,Cambian Childcare Ltd,ofsted-spreadsheets
SC035687,Residential special school (registered as a children's home),Active,Private,Hesley Services Limited,ofsted-spreadsheets
SC035690,Children's home,Active,Private,Horizon Care Limited,ofsted-spreadsheets
SC035816,Children's home,Active,Private,Northern Life Care Limited T/A UBU,ofsted-spreadsheets
SC036501,Children's home,Active,Private,Springfield Road Childrens Homes Ltd,ofsted-spreadsheets
SC037152,Children's home,Active,Private,Care Management Group Limited,ofsted-spreadsheets
SC037181,Children's home,Active,Private,After Care (N W) Limited,ofsted-spreadsheets
SC037248,Children's home,Active,Private,Holibrook House Limited,ofsted-spreadsheets
SC037543,Children's home,Active,Private,Sherico Care Services Limited,ofsted-spreadsheets
SC037596,Children's home,Active,Private,Wessex College,ofsted-spreadsheets
SC038066,Children's home,Active,Private,Thoughts of Others Ltd,ofsted-spreadsheets
SC038167,Children's home,Active,Private,Phoenix Child Care Limited,ofsted-spreadsheets
SC038276,Residential special school (registered as a children's home),Active,Private,Underley Schools Limited,ofsted-spreadsheets
SC038522,Children's home,Active,Private,Southern Adolescent Care Services Ltd,ofsted-spreadsheets
SC038526,Children's home,Active,Private,Progress Children's Services,ofsted-spreadsheets
SC038780,Children's home,Active,Private,Blue Mountain Homes Ltd,ofsted-spreadsheets
SC038802,Children's home,Active,Private,Northern Life Care Limited T/A UBU,ofsted-spreadsheets
SC038906,Children's home,Active,Private,owned by an individual,ofsted-spreadsheets
SC038973,Children's home,Active,Private,Mulberry House Care Homes Limited,ofsted-spreadsheets
SC039087,Children's home,Active,Private,Care Afloat Ltd.,ofsted-spreadsheets
SC039213,Children's home,Active,Private,Owned by an individual,ofsted-spreadsheets
SC040175,Children's home,Active,Private,The Drive Care Homes Ltd,ofsted-spreadsheets
SC040785,Children's home,Active,Private,PIC Children's Services Limited,ofsted-spreadsheets
SC042147,Children's home,Active,Private,Child First Limited,ofsted-spreadsheets
SC042590,Children's home,Active,Private,A J Residential Care Ltd,ofsted-spreadsheets
SC042652,Children's home,Active,Private,After Care (N W) Limited,ofsted-spreadsheets
SC043197,Children's home,Active,Private,owned by an individual,ofsted-spreadsheets
SC043245,Children's home,Active,Private,Wessex College,ofsted-spreadsheets
SC043697,Children's home,Active,Private,Halliwell Homes Limited,ofsted-spreadsheets
SC043814,Children's home,Active,Private,Educare Adolescent Services Limited,ofsted-spreadsheets
SC043972,Children's home,Active,Private,Cambian Childcare Ltd,ofsted-spreadsheets
SC044224,Children's home,Active,Private,Progress Care and Education Limited,ofsted-spreadsheets
SC044231,Children's home,Active,Private,Progress Care and Education Limited,ofsted-spreadsheets
SC044259,Children's home,Active,Private,Child First Limited,ofsted-spreadsheets
SC044276,Children's home,Active,Private,Carehome Limited,ofsted-spreadsheets
SC044562,Residential special school (registered as a children's home),Active,Private,Kisimul Group Limited,ofsted-spreadsheets
SC044745,Children's home,Active,Private,The Partnership of Care Today Children's Services,ofsted-spreadsheets
SC045096,Children's home,Active,Private,Blackford Education (schools) Ltd,ofsted-spreadsheets
SC046480,Children's home,Active,Private,Beaufort Care Group,ofsted-spreadsheets
SC046621,Children's home,Active,Private,Pathfinders (childcare) Ltd,ofsted-spreadsheets
SC047483,Children's home,Active,Private,Mulberry House Care Homes Limited,ofsted-spreadsheets
SC047894,Children's home,Active,Private,Care Focus Limited,ofsted-spreadsheets
SC047978,Children's home,Active,Private,Blue Mountain Homes Ltd,ofsted-spreadsheets
SC048552,Residential special school (registered as a children's home),Active,Private,Kedleston (Wings Education) Limited,ofsted-spreadsheets
SC049189,Children's home,Active,Private,The Partnership of Care Today Children's Services,ofsted-spreadsheets
SC049714,Children's home,Active,Private,Thoughts of Others Ltd,ofsted-spreadsheets
SC050418,Children's home,Active,Private,Educare Adolescent Services Limited,ofsted-spreadsheets
SC051739,Children's home,Active,Private,Pathway Care Solutions Ii Ltd,ofsted-spreadsheets
SC051947,Children's home,Active,Private,After Care (N W) Limited,ofsted-spreadsheets
SC052744,Children's home,Active,Private,Quality Protects Children Ltd,ofsted-spreadsheets
SC052946,Children's home,Active,Private,Care 2 Share 2 Ltd,ofsted-spreadsheets
SC053145,Children's home,Active,Private,Partners in Care Limited,ofsted-spreadsheets
SC053529,Children's home,Active,Private,The Beeches UK Ltd,ofsted-spreadsheets
SC054468,Children's home,Active,Private,Calcot Services For Children,ofsted-spreadsheets
SC055153,Children's home,Active,Private,Thunderbolt Mobile Limited,ofsted-spreadsheets
SC055912,Children's home,Active,Private,Verve Life Limited,ofsted-spreadsheets
SC056259,Children's home,Active,Private,Pebbles Care,ofsted-spreadsheets
SC057688,Children's home,Active,Private,Pine Forest Homes Limited,ofsted-spreadsheets
SC057703,Children's home,Active,Private,Dove Adolescent Services Limited,ofsted-spreadsheets
SC058603,Children's home,Active,Private,Anna House Limited,ofsted-spreadsheets
SC058622,Children's home,Active,Private,Family Care Associates Limited,ofsted-spreadsheets
SC059037,Children's home,Active,Private,Esland South Limited,ofsted-spreadsheets
SC059180,Children's home,Active,Private,Interact Care Limited,ofsted-spreadsheets
SC059221,Children's home,Active,Private,Causeway Care Homes Ltd,ofsted-spreadsheets
SC059261,Children's home,Active,Private,Considerate Care Limited,ofsted-spreadsheets
SC059437,Children's home,Active,Private,Crossways Care Ltd,ofsted-spreadsheets
SC059717,Children's home,Active,Private,Five Rivers Child Care Limited,ofsted-spreadsheets
SC059753,Children's home,Active,Private,Five Rivers Child Care Limited,ofsted-spreadsheets
SC059755,Children's home,Active,Private,Five Rivers Child Care Limited,ofsted-spreadsheets
SC059782,Children's home,Active,Private,Footsteps Care Homes Limited,ofsted-spreadsheets
SC059945,Children's home,Active,Private,Pathfinders (childcare) Ltd,ofsted-spreadsheets
SC059998,Children's home,Active,Private,Blue Mountain Homes Ltd,ofsted-spreadsheets
SC060118,Children's home,Active,Private,Five Rivers Child Care Limited,ofsted-spreadsheets
SC060282,Children's home,Active,Private,Langley House (Harwich) Limited,ofsted-spreadsheets
SC060545,Children's home,Active,Private,Laurel Leaf Homes Ltd,ofsted-spreadsheets
SC060554,Children's home,Active,Private,Mulberry House Care Homes Limited,ofsted-spreadsheets
SC060590,Children's home,Active,Private,Castle Homes Care Ltd,ofsted-spreadsheets
SC060750,Children's home,Active,Private,Lifetime Opportunities Ltd,ofsted-spreadsheets
SC060758,Children's home,Active,Private,3 Dimensions Care Limited,ofsted-spreadsheets
SC060811,Children's home,Active,Private,Dove Adolescent Services Limited,ofsted-spreadsheets
SC060839,Children's home,Active,Private,Blackford Education (schools) Ltd,ofsted-spreadsheets
SC060936,Children's home,Active,Private,Broadlands Hall Ltd,ofsted-spreadsheets
SC061158,Children's home,Active,Private,Radical Services Ltd,ofsted-spreadsheets
SC061438,Children's home,Active,Private,Crossway Services Limited,ofsted-spreadsheets
SC061439,Children's home,Active,Private,Young Foundations Limited,ofsted-spreadsheets
SC061678,Children's home,Active,Private,Care Assist Children's Services Limited,ofsted-spreadsheets
SC061770,Children's home,Active,Private,Positive Steps (Care Services) Limited,ofsted-spreadsheets
SC061795,Children's home,Active,Private,Southern Adolescent Care Services Ltd,ofsted-spreadsheets
SC061803,Children's home,Active,Private,Sandcastle Care Ltd,ofsted-spreadsheets
SC061837,Children's home,Active,Private,Archways Care Ltd,ofsted-spreadsheets
SC061878,Children's home,Active,Private,Headway Adolescent Resources Limited,ofsted-spreadsheets
SC061924,Children's home,Active,Private,Progressive Futures Care Limited,ofsted-spreadsheets
SC061952,Children's home,Active,Private,Marlowe Child & Family Services Limited,ofsted-spreadsheets
SC062013,Children's home,Active,Private,After Care (N W) Limited,ofsted-spreadsheets
SC062074,Children's home,Active,Private,Keys Education Limited,ofsted-spreadsheets
SC062223,Children's home,Active,Private,Priory Education Services Limited 06244880,ofsted-spreadsheets
SC062248,Children's home,Active,Private,Quality Protects Children Ltd,ofsted-spreadsheets
SC062263,Children's home,Active,Private,Time-Out Children's Homes Limited,ofsted-spreadsheets
SC062268,Children's home,Active,Private,Care Afloat Ltd.,ofsted-spreadsheets
SC062288,Children's home,Active,Private,Educare Adolescent Services Limited,ofsted-spreadsheets
SC062309,Children's home,Active,Private,Courtyard Care Limited,ofsted-spreadsheets
SC062317,Children's home,Active,Private,Benjamin Uk Ltd,ofsted-spreadsheets
SC062406,Children's home,Active,Private,Horizon Care Limited,ofsted-spreadsheets
SC062651,Children's home,Active,Private,Care Focus Limited,ofsted-spreadsheets
SC062674,Children's home,Active,Private,Considerate Care Limited,ofsted-spreadsheets
SC062785,Children's home,Active,Private,MIG House Residential Care Home Limited,ofsted-spreadsheets
SC062931,Children's home,Active,Private,Channels and Choices Kent LLP,ofsted-spreadsheets
SC062939,Children's home,Active,Private,Rosedale Children's Services Limited,ofsted-spreadsheets
SC063054,Children's home,Active,Private,Meadows Care Ltd,ofsted-spreadsheets
SC063103,Children's home,Active,Private,Lifetime Opportunities Ltd,ofsted-spreadsheets
SC063116,Children's home,Active,Private,Ethelbert Specialist Homes Limited,ofsted-spreadsheets
SC063219,Children's home,Active,Private,Children Assisted in a Real Environment (care) Ltd,ofsted-spreadsheets
SC063259,Residential special school (registered as a children's home),Active,Private,SES Avocet Limited,ofsted-spreadsheets
SC063284,Children's home,Active,Private,Building Bridges Care Homes Ltd,ofsted-spreadsheets
SC063285,Children's home,Active,Private,Educare Adolescent Services Limited,ofsted-spreadsheets
SC063318,Children's home,Active,Private,Good Foundations Limited,ofsted-spreadsheets
SC063380,Children's home,Active,Private,Family Care Associates Limited,ofsted-spreadsheets
SC063498,Children's home,Active,Private,Crossway Services Limited,ofsted-spreadsheets
SC063653,Children's home,Active,Private,Future In Mind Limited,ofsted-spreadsheets
SC063673,Children's home,Active,Private,After Care (N W) Limited,ofsted-spreadsheets
SC063689,Children's home,Active,Private,The Drive Care Homes Ltd,ofsted-spreadsheets
SC063759,Children's home,Active,Private,Horizon Care Limited,ofsted-spreadsheets
SC063767,Children's home,Active,Private,New Forest Care Ltd,ofsted-spreadsheets
SC063794,Children's home,Active,Private,Esland North Limited,ofsted-spreadsheets
SC063813,Children's home,Active,Private,Dmr Services Limited,ofsted-spreadsheets
SC063883,Children's home,Active,Private,Bettercare Keys Ltd,ofsted-spreadsheets
SC063890,Children's home,Active,Private,Bettercare Keys Ltd,ofsted-spreadsheets
SC063895,Children's home,Active,Private,Castle Homes Care Ltd,ofsted-spreadsheets
SC063959,Children's home,Active,Private,Bettercare Keys Ltd,ofsted-spreadsheets
SC063997,Children's home,Active,Private,Bettercare Keys Ltd,ofsted-spreadsheets
SC064011,Children's home,Active,Private,My Choice Children's Homes Ltd,ofsted-spreadsheets
SC064027,Children's home,Active,Private,Delam Care Limited,ofsted-spreadsheets
SC064050,Children's home,Active,Private,Broadwood Residential Limited,ofsted-spreadsheets
SC064117,Children's home,Active,Private,Progress Children's Services,ofsted-spreadsheets
SC064182,Children's home,Active,Private,Lodge Group Care UK Limited,ofsted-spreadsheets
SC064428,Children's home,Active,Private,Active 8 Care Ltd,ofsted-spreadsheets
SC064454,Children's home,Active,Private,Dove Adolescent Services Limited,ofsted-spreadsheets
SC064472,Children's home,Active,Private,Willows (Devon) Limited,ofsted-spreadsheets
SC064500,Children's home,Active,Private,Keys Childcare Ltd,ofsted-spreadsheets
SC064530,Children's home,Active,Private,Time-Out Children's Homes Limited,ofsted-spreadsheets
SC064557,Children's home,Active,Private,4d Care Ltd,ofsted-spreadsheets
SC064573,Children's home,Active,Private,Crossway Services Limited,ofsted-spreadsheets
SC064663,Children's home,Active,Private,Mr Jim Buchanan & Mrs Ivy Thompson,ofsted-spreadsheets
SC064666,Children's home,Active,Private,Cambian Childcare Ltd,ofsted-spreadsheets
SC064764,Children's home,Active,Private,Marlowe Child & Family Services Limited,ofsted-spreadsheets
SC064836,Children's home,Active,Private,Meadows Care Ltd,ofsted-spreadsheets
SC064931,Children's home,Active,Private,Pear Tree Projects Limited,ofsted-spreadsheets
SC064934,Children's home,Active,Private,Dove Adolescent Services Limited,ofsted-spreadsheets
SC065046,Children's home,Active,Private,Beaufort Care Group,ofsted-spreadsheets
SC065071,Residential special school (registered as a children's home),Active,Private,Hopscotch Solutions Limited,ofsted-spreadsheets
SC065072,Children's home,Active,Private,Time-Out Children's Homes Limited,ofsted-spreadsheets
SC065189,Children's home,Active,Private,Meadows Care Ltd,ofsted-spreadsheets
SC065261,Residential special school (registered as a children's home),Active,Private,Cambian Autism Services Limited,ofsted-spreadsheets
SC065312,Children's home,Active,Private,Howard House Care Limited,ofsted-spreadsheets
SC065313,Children's home,Active,Private,Sandcastle Care Ltd,ofsted-spreadsheets
SC065374,Children's home,Active,Private,Care Haven (UK) Ltd,ofsted-spreadsheets
SC065378,Children's home,Active,Private,Castle Homes Care Ltd,ofsted-spreadsheets
SC065517,Children's home,Active,Private,Ethelbert Specialist Homes Limited,ofsted-spreadsheets
SC065535,Children's home,Active,Private,S P Homes Limited,ofsted-spreadsheets
SC065684,Children's home,Active,Private,J & R Care Limited,ofsted-spreadsheets
SC065780,Children's home,Active,Private,Milestones Care Homes Limited,ofsted-spreadsheets
SC065789,Children's home,Active,Private,Good Foundations Limited,ofsted-spreadsheets
SC065855,Children's home,Active,Private,Cambian Childcare Ltd,ofsted-spreadsheets
SC066010,Children's home,Active,Private,Quality Protects Children Ltd,ofsted-spreadsheets
SC066048,Children's home,Active,Private,Anderida Adolescent Care,ofsted-spreadsheets
SC066072,Children's home,Active,Private,Meadows Care Ltd,ofsted-spreadsheets
SC066115,Children's home,Active,Private,Alliance Care & Education Limited,ofsted-spreadsheets
SC066129,Children's home,Active,Private,Fairport Care Services Ltd,ofsted-spreadsheets
SC066179,Children's home,Active,Private,Phoenix Child Care Limited,ofsted-spreadsheets
SC066183,Children's home,Active,Private,Cambian Childcare Ltd,ofsted-spreadsheets
SC066185,Children's home,Active,Private,Ethelbert Specialist Homes Limited,ofsted-spreadsheets
